:START_ID,:END_ID,:TYPE
reference_db_Navarro09a,Gonzalo Navarro,WRITES
reference_db_Arenas09b,Marcelo Arenas,WRITES
reference_db_Vaidya09,Jaideep Vaidya,WRITES
reference_db_Westerveld09c,Thijs Westerveld,WRITES
reference_db_Velegrakis09,Yannis Velegrakis,WRITES
reference_db_HungC09,Patrick C. K. Hung,WRITES
reference_db_HungC09,Vivying S. Y. Cheng,WRITES
reference_db_Pitoura09h,Evaggelia Pitoura,WRITES
reference_db_MouraC09,Edleno Silva de Moura,WRITES
reference_db_MouraC09,Marco Cristo,WRITES
reference_db_Voruganti09d,Kaladhar Voruganti,WRITES
reference_db_GoebelC09,Max Goebel,WRITES
reference_db_GoebelC09,Michal Ceresna,WRITES
reference_db_Lin09a,Tsau Young Lin,WRITES
reference_db_Wittenburg09,Kent Wittenburg,WRITES
reference_db_MorfoniosI09b,Konstantinos Morfonios,WRITES
reference_db_MorfoniosI09b,Yannis E. Ioannidis,WRITES
reference_db_RoddickT09,John F. Roddick,WRITES
reference_db_RoddickT09,David Toman,WRITES
reference_complexity_HeylighenC09,Francis Heylighen,WRITES
reference_complexity_HeylighenC09,Klaas Chielens,WRITES
reference_complexity_Ivanciuc09,Ovidiu Ivanciuc,WRITES
reference_complexity_Dorogovtsev09,Sergey N. Dorogovtsev,WRITES
reference_complexity_Bertoni09,Andrea Bertoni,WRITES
reference_complexity_Vidyasagar09,M. Vidyasagar,WRITES
reference_complexity_Frank09a,Ove Frank,WRITES
reference_complexity_Morita09,Kenichi Morita,WRITES
reference_complexity_MacLennan09,Bruce J. MacLennan,WRITES
reference_complexity_SlowinskiGM09,Roman Slowinski,WRITES
reference_complexity_SlowinskiGM09,Salvatore Greco,WRITES
reference_complexity_SlowinskiGM09,Benedetto Matarazzo,WRITES
reference_complexity_Adamatzky09c,Andrew Adamatzky,WRITES
reference_complexity_ChatterjeeS09,Kalyan Chatterjee,WRITES
reference_complexity_ChatterjeeS09,Hamid Sabourian,WRITES
reference_complexity_TeelSG09,Andrew R. Teel,WRITES
reference_complexity_TeelSG09,Ricardo G. Sanfelice,WRITES
reference_complexity_TeelSG09,Rafal Goebel,WRITES
reference_complexity_PovalejVS09,Petra Povalej,WRITES
reference_complexity_PovalejVS09,Mateja Verlic,WRITES
reference_complexity_PovalejVS09,Gregor Stiglic,WRITES
reference_complexity_Vargiamidis09,Vassilios Vargiamidis,WRITES
reference_complexity_GartnerS09,Nathan H. Gartner,WRITES
reference_complexity_GartnerS09,Chronis Stamatiadis,WRITES
reference_complexity_Ungarelli09,Carlo Ungarelli,WRITES
reference_complexity_GrecoMS09,Salvatore Greco,WRITES
reference_complexity_GrecoMS09,Benedetto Matarazzo,WRITES
reference_complexity_GrecoMS09,Roman Slowinski,WRITES
reference_complexity_Yang09,Wei-Zhe Yang,WRITES
reference_complexity_CohenH09,Reuven Cohen,WRITES
reference_complexity_CohenH09,Shlomo Havlin,WRITES
reference_complexity_GansHD09,Nicholas R. Gans,WRITES
reference_complexity_GansHD09,Guoqiang Hu,WRITES
reference_complexity_GansHD09,Warren E. Dixon,WRITES
reference_complexity_Galdi09,Giovanni P. Galdi,WRITES
reference_complexity_Chierchia09,Luigi Chierchia,WRITES
reference_complexity_Sander09,Leonard M. Sander,WRITES
reference_complexity_DzeroskiPZ09,Saso Dzeroski,WRITES
reference_complexity_DzeroskiPZ09,Pance Panov,WRITES
reference_complexity_DzeroskiPZ09,Bernard Zenko,WRITES
reference_complexity_Lemanczyk09,Mariusz Lemanczyk,WRITES
reference_complexity_Kra09,Bryna Kra,WRITES
reference_complexity_Tol09,Richard S. J. Tol,WRITES
reference_complexity_Grassl09,Hartmut Grassl,WRITES
reference_complexity_Melrose09,Don B. Melrose,WRITES
reference_complexity_Rue09,Thierry de la Rue,WRITES
reference_complexity_FormentiK09,Enrico Formenti,WRITES
reference_complexity_FormentiK09,Petr Kurka,WRITES
reference_complexity_Soomere09,Tarmo Soomere,WRITES
reference_complexity_RasD09,Zbigniew W. Ras,WRITES
reference_complexity_RasD09,Agnieszka Dardzinska,WRITES
reference_complexity_Tilling09,Robert I. Tilling,WRITES
reference_complexity_Macal09,Charles M. Macal,WRITES
reference_complexity_SridharS09,Banavar Sridhar,WRITES
reference_complexity_SridharS09,Kapil Sheth,WRITES
reference_complexity_PodgorelecZ09,Vili Podgorelec,WRITES
reference_complexity_PodgorelecZ09,Milan Zorman,WRITES
reference_complexity_Gallavotti09,Giovanni Gallavotti,WRITES
reference_complexity_Freeman09,Linton C. Freeman,WRITES
reference_complexity_Valente09,Thomas W. Valente,WRITES
reference_complexity_Stauffer09a,Dietrich Stauffer,WRITES
reference_complexity_Timmis09,Jon Timmis,WRITES
reference_complexity_Morley09,James Morley,WRITES
reference_complexity_Voorhees09,Burton Voorhees,WRITES
reference_complexity_Wierman09,John C. Wierman,WRITES
reference_complexity_Gaeta09a,Giuseppe Gaeta,WRITES
reference_complexity_HeSF09,Yihua He,WRITES
reference_complexity_HeSF09,Georgos Siganos,WRITES
reference_complexity_HeSF09,Michalis Faloutsos,WRITES
reference_complexity_JanssenDP09,Michael Janssen,WRITES
reference_complexity_JanssenDP09,Andrew Drenner,WRITES
reference_complexity_JanssenDP09,Nikolaos Papanikolopoulos,WRITES
reference_complexity_Bagnoli09,Franco Bagnoli,WRITES
reference_complexity_Gravner09,Janko Gravner,WRITES
reference_complexity_Verhulst09,Ferdinand Verhulst,WRITES
reference_complexity_Grassl09a,Hartmut Grassl,WRITES
reference_complexity_RutkowskiCNPS09,Leszek Rutkowski,WRITES
reference_complexity_RutkowskiCNPS09,Krzysztof Cpalka,WRITES
reference_complexity_RutkowskiCNPS09,Robert Nowicki,WRITES
reference_complexity_RutkowskiCNPS09,Agata Pokropinska,WRITES
reference_complexity_RutkowskiCNPS09,Rafal Scherer,WRITES
reference_complexity_Hegselmann09,Rainer Hegselmann,WRITES
reference_complexity_Chicone09,Carmen Chicone,WRITES
reference_complexity_Nottale09,Laurent Nottale,WRITES
reference_complexity_Koike09,Shigeaki Koike,WRITES
reference_complexity_Ivanciuc09a,Ovidiu Ivanciuc,WRITES
reference_complexity_Domotor09,Zoltan Domotor,WRITES
reference_complexity_SznaierC09,Mario Sznaier,WRITES
reference_complexity_SznaierC09,Octavia I. Camps,WRITES
reference_complexity_Ivanciuc09b,Ovidiu Ivanciuc,WRITES
reference_complexity_SornetteW09,Didier Sornette,WRITES
reference_complexity_SornetteW09,Maximilian J. Werner,WRITES
reference_complexity_Cour-HarboJ09,Anders la Cour-Harbo,WRITES
reference_complexity_Cour-HarboJ09,Arne Jensen,WRITES
reference_complexity_ben-AvrahamH09,Daniel ben-Avraham,WRITES
reference_complexity_ben-AvrahamH09,Shlomo Havlin,WRITES
reference_complexity_MeijerDO09,Hil Meijer,WRITES
reference_complexity_MeijerDO09,Fabio Dercole,WRITES
reference_complexity_MeijerDO09,Bart E. Oldeman,WRITES
reference_complexity_Nitta09,Koh-hei Nitta,WRITES
reference_complexity_LewisJTP09,Nathan E. Lewis,WRITES
reference_complexity_LewisJTP09,Neema Jamshidi,WRITES
reference_complexity_LewisJTP09,Ines Thiele,WRITES
reference_complexity_LewisJTP09,Bernhard O. Palsson,WRITES
reference_complexity_ZhangZ09,Ling Zhang,WRITES
reference_complexity_ZhangZ09,Bo Zhang,WRITES
reference_complexity_Scholz09,Christopher H. Scholz,WRITES
reference_complexity_DeutschbauerS09,Adam M. Deutschbauer,WRITES
reference_complexity_DeutschbauerS09,Lars M. Steinmetz,WRITES
reference_complexity_Rieger09,Heiko Rieger,WRITES
reference_complexity_Terentjev09,Eugene M. Terentjev,WRITES
reference_complexity_Roach09,Jared C. Roach,WRITES
reference_complexity_Pujol09,Jose Pujol,WRITES
reference_complexity_Turcotte09,Donald L. Turcotte,WRITES
reference_complexity_Bambusi09,Dario Bambusi,WRITES
reference_complexity_Dufty09,James W. Dufty,WRITES
reference_complexity_Rosenzweig09,Cynthia Rosenzweig,WRITES
reference_complexity_EscancianoE09,Juan-Carlos Escanciano,WRITES
reference_complexity_EscancianoE09,Alvaro Escribano,WRITES
reference_complexity_GregorioLD09,Paolo De Gregorio,WRITES
reference_complexity_GregorioLD09,Aonghus Lawlor,WRITES
reference_complexity_GregorioLD09,Kenneth A. Dawson,WRITES
reference_complexity_CenekM09,Martin Cenek,WRITES
reference_complexity_CenekM09,Melanie Mitchell,WRITES
reference_complexity_SuriV09,Niranjan Suri,WRITES
reference_complexity_SuriV09,Jan Vitek,WRITES
reference_complexity_Chouet09,Bernard Chouet,WRITES
reference_complexity_LiuZ09,Huan Liu 0001,WRITES
reference_complexity_LiuZ09,Zheng Zhao,WRITES
reference_complexity_Borgatti09,Stephen P. Borgatti,WRITES
reference_complexity_Bonchev09a,Danail G. Bonchev,WRITES
reference_complexity_Kantelhardt09,Jan W. Kantelhardt,WRITES
reference_complexity_King09,Jonathan L. F. King,WRITES
reference_complexity_Creutz09,Michael Creutz,WRITES
reference_complexity_Lyneis09,James M. Lyneis,WRITES
reference_complexity_Joe09,Yong S. Joe,WRITES
reference_complexity_Risler09,Thomas Risler,WRITES
reference_complexity_Bascompte09,Jordi Bascompte,WRITES
reference_complexity_Ziff09,Robert M. Ziff,WRITES
reference_complexity_Panati09,Gianluca Panati,WRITES
reference_complexity_WimmerSR09,Michael Wimmer,WRITES
reference_complexity_WimmerSR09,Matthias Scheid,WRITES
reference_complexity_WimmerSR09,Klaus Richter,WRITES
reference_complexity_NorthM09,Michael J. North,WRITES
reference_complexity_NorthM09,Charles M. Macal,WRITES
reference_complexity_WinkielmanH09,Piotr Winkielman,WRITES
reference_complexity_WinkielmanH09,David E. Huber,WRITES
reference_complexity_Dzheparov09,Fridrikh S. Dzheparov,WRITES
reference_complexity_Celletti09,Alessandra Celletti,WRITES
reference_complexity_Han09,Bin Han 0003,WRITES
reference_complexity_Thorpe09,Michael F. Thorpe,WRITES
reference_complexity_Nakayama09,Tsuneyoshi Nakayama,WRITES
reference_complexity_CastilloM09,Oscar Castillo,WRITES
reference_complexity_CastilloM09,Patricia Melin,WRITES
reference_complexity_Chang09a,Tom Chang,WRITES
reference_complexity_PoletK09,Jascha Polet,WRITES
reference_complexity_PoletK09,H. Kanamori,WRITES
reference_complexity_NieuwerburghK09,Stijn van Nieuwerburgh,WRITES
reference_complexity_NieuwerburghK09,Ralph S. J. Koijen,WRITES
reference_complexity_Kerner09b,Boris S. Kerner,WRITES
reference_complexity_Prato09,Giuseppe Da Prato,WRITES
reference_complexity_TsumotoH09,Shusaku Tsumoto,WRITES
reference_complexity_TsumotoH09,Shoji Hirano,WRITES
reference_complexity_Boccara09,Nino Boccara,WRITES
reference_complexity_Adamatzky09,Andrew Adamatzky,WRITES
reference_complexity_Liau09,Churn-Jung Liau,WRITES
reference_complexity_Verhulst09a,Ferdinand Verhulst,WRITES
reference_complexity_Fogedby09,Hans C. Fogedby,WRITES
reference_complexity_Portugali09,Juval Portugali,WRITES
reference_complexity_Barry09,Roger G. Barry,WRITES
reference_complexity_Levy09,Moshe Levy,WRITES
reference_complexity_JorgensenS09,Palle E. T. Jorgensen,WRITES
reference_complexity_JorgensenS09,Myung-Sin Song,WRITES
reference_complexity_Nolfi09,Stefano Nolfi,WRITES
reference_complexity_Kacprzyk09,Janusz Kacprzyk,WRITES
reference_complexity_Batagelj09,Vladimir Batagelj,WRITES
reference_complexity_Parry09,Hazel R. Parry,WRITES
reference_complexity_Batagelj09a,Vladimir Batagelj,WRITES
reference_complexity_Wiesner09,Karoline Wiesner,WRITES
reference_complexity_Gaeta09,Giuseppe Gaeta,WRITES
reference_complexity_StaufferS09,Dietrich Stauffer,WRITES
reference_complexity_StaufferS09,Sorin Solomon,WRITES
reference_complexity_Sahimi09a,Muhammad Sahimi,WRITES
reference_complexity_Grzymala-Busse09,Jerzy W. Grzymala-Busse,WRITES
reference_complexity_Zamir09,Shmuel Zamir,WRITES
reference_complexity_Conte09,Rosaria Conte,WRITES
reference_complexity_Redner09,Sidney Redner,WRITES
reference_complexity_Wilkinson09,Amie Wilkinson,WRITES
reference_complexity_SibaniH09,Paolo Sibani,WRITES
reference_complexity_SibaniH09,Henrik Jeldtoft Jensen,WRITES
reference_complexity_Parker09,Lynne E. Parker,WRITES
reference_complexity_Brameier09,Markus Brameier,WRITES
reference_complexity_FeddemaSRB09,John T. Feddema,WRITES
reference_complexity_FeddemaSRB09,David A. Schoenwald,WRITES
reference_complexity_FeddemaSRB09,Rush D. Robinett,WRITES
reference_complexity_FeddemaSRB09,Raymond H. Byrne,WRITES
reference_complexity_Bonchev09,Danail Bonchev,WRITES
reference_complexity_Culcer09,Dimitrie Culcer,WRITES
reference_complexity_Trivedi09,Pravin K. Trivedi,WRITES
reference_complexity_Ravaioli09,Umberto Ravaioli,WRITES
reference_complexity_DahmenB09,Karin A. Dahmen,WRITES
reference_complexity_DahmenB09,Yehuda Ben-Zion,WRITES
reference_complexity_Silva09,Clarence W. de Silva,WRITES
reference_complexity_KawamuraB09,Kazuhiko Kawamura,WRITES
reference_complexity_KawamuraB09,Will N. Browne,WRITES
reference_complexity_MacdonaldSS09,Joanne Macdonald,WRITES
reference_complexity_MacdonaldSS09,Darko Stefanovic,WRITES
reference_complexity_MacdonaldSS09,Milan N. Stojanovic,WRITES
reference_complexity_KernerK09,Boris S. Kerner,WRITES
reference_complexity_KernerK09,Sergey L. Klenov,WRITES
reference_complexity_Dittrich09,Peter Dittrich,WRITES
reference_complexity_RehbornK09,Hubert Rehborn,WRITES
reference_complexity_RehbornK09,Sergey L. Klenov,WRITES
reference_complexity_Raghavan09,T. E. S. Raghavan,WRITES
reference_complexity_MillsM09,Terence C. Mills,WRITES
reference_complexity_MillsM09,Raphael N. Markellos,WRITES
reference_complexity_Berger09,Mitchell A. Berger,WRITES
reference_complexity_Scargle09,Jeffrey D. Scargle,WRITES
reference_complexity_Duxbury09,Phillip M. Duxbury,WRITES
reference_complexity_Polkowski09a,Lech Polkowski,WRITES
reference_complexity_Melnik09,Roderick V. N. Melnik,WRITES
reference_complexity_Jurdjevic09,Velimir Jurdjevic,WRITES
reference_complexity_Siconolfi09,Antonio Siconolfi,WRITES
reference_complexity_BrunelH09,Nicolas Brunel,WRITES
reference_complexity_BrunelH09,Vincent Hakim,WRITES
reference_complexity_AbelsonBS09,Harold Abelson,WRITES
reference_complexity_AbelsonBS09,Jacob Beal,WRITES
reference_complexity_AbelsonBS09,Gerald J. Sussman,WRITES
reference_complexity_Mai09,P. Martin Mai,WRITES
reference_complexity_Hafner09,Christian M. Hafner,WRITES
reference_complexity_LeeLM09,Taeyoung Lee,WRITES
reference_complexity_LeeLM09,Melvin Leok,WRITES
reference_complexity_LeeLM09,N. Harris McClamroch,WRITES
reference_complexity_BermanS09,Abraham Berman,WRITES
reference_complexity_BermanS09,Naomi Shaked-Monderer,WRITES
reference_complexity_Umeo09,Hiroshi Umeo,WRITES
reference_complexity_Maani09,Kambiz Maani,WRITES
reference_complexity_Mosca09,Michele Mosca,WRITES
reference_complexity_MatheyTN09,Ludwig Mathey,WRITES
reference_complexity_MatheyTN09,Shan-Wen Tsai,WRITES
reference_complexity_MatheyTN09,Antonio H. Castro Neto,WRITES
reference_complexity_GallegatiR09,Mauro Gallegati,WRITES
reference_complexity_GallegatiR09,Matteo G. Richiardi,WRITES
reference_complexity_NaughtonW09,Thomas J. Naughton,WRITES
reference_complexity_NaughtonW09,Damien Woods,WRITES
reference_complexity_Ilachinski09,Andrew Ilachinski,WRITES
reference_complexity_Tropsha09,Alexander Tropsha,WRITES
reference_complexity_Troitzsch09,Klaus G. Troitzsch,WRITES
reference_complexity_HuGD09,Guoqiang Hu,WRITES
reference_complexity_HuGD09,Nicholas R. Gans,WRITES
reference_complexity_HuGD09,Warren E. Dixon,WRITES
reference_complexity_Murray-Moraleda09,Jessica Murray-Moraleda,WRITES
reference_complexity_Solan09,Eilon Solan,WRITES
reference_complexity_Sauro09,Herbert M. Sauro,WRITES
reference_complexity_Worsch09,Thomas Worsch,WRITES
reference_complexity_FrenkelYJN09,Anatoly I. Frenkel,WRITES
reference_complexity_FrenkelYJN09,Judith C. Yang,WRITES
reference_complexity_FrenkelYJN09,Duane D. Johnson,WRITES
reference_complexity_FrenkelYJN09,Ralph G. Nuzzo,WRITES
reference_complexity_Kuter09,Ugur Kuter,WRITES
reference_complexity_Ren09,Yu-Jie Ren,WRITES
reference_complexity_ZhangR09,Lan V. Zhang,WRITES
reference_complexity_ZhangR09,Frederick P. Roth,WRITES
reference_complexity_Batty09,Michael Batty,WRITES
reference_complexity_Dharma-wardana09,M. W. Chandre Dharma-wardana,WRITES
reference_complexity_ArneodoABNTDHT09,Alain Arneodo,WRITES
reference_complexity_ArneodoABNTDHT09,Benjamin Audit,WRITES
reference_complexity_ArneodoABNTDHT09,Edward-Benedict Brodie of Brodie,WRITES
reference_complexity_ArneodoABNTDHT09,Samuel Nicolay,WRITES
reference_complexity_ArneodoABNTDHT09,Marie Touchon,WRITES
reference_complexity_ArneodoABNTDHT09,Yves D'Aubenton-Carafa,WRITES
reference_complexity_ArneodoABNTDHT09,Maxime Huvet,WRITES
reference_complexity_ArneodoABNTDHT09,Claude Thermes,WRITES
reference_complexity_Kokol09,Peter Kokol,WRITES
reference_complexity_Radzicki09,Michael J. Radzicki,WRITES
reference_complexity_HelbingJ09,Dirk Helbing,WRITES
reference_complexity_HelbingJ09,Anders Johansson,WRITES
reference_complexity_RakhaT09,Hesham Rakha,WRITES
reference_complexity_RakhaT09,Aly M. Tawfik,WRITES
reference_complexity_Sato09,Haruo Sato,WRITES
reference_complexity_ConiglioF09,Antonio Coniglio,WRITES
reference_complexity_ConiglioF09,Annalisa Fierro,WRITES
reference_complexity_LomaxMC09,Anthony Lomax,WRITES
reference_complexity_LomaxMC09,Alberto Michelini,WRITES
reference_complexity_LomaxMC09,Andrew Curtis,WRITES
reference_complexity_HanC09,Jianchao Han,WRITES
reference_complexity_HanC09,Nick Cercone,WRITES
reference_complexity_Keilis-BorokSL09,Vladimir I. Keilis-Borok,WRITES
reference_complexity_Keilis-BorokSL09,Alexandre Soloviev,WRITES
reference_complexity_Keilis-BorokSL09,Allan Lichtman,WRITES
reference_complexity_Hoffman09,Christopher Hoffman,WRITES
reference_complexity_Champneys09,Alan R. Champneys,WRITES
reference_complexity_Kerner09a,Boris S. Kerner,WRITES
reference_complexity_Takei09,Yasuko Takei,WRITES
reference_complexity_Sokolov09,Igor M. Sokolov,WRITES
reference_complexity_Castiglione09,Filippo Castiglione,WRITES
reference_complexity_Chung09,Fan R. K. Chung,WRITES
reference_complexity_Reif09,John H. Reif,WRITES
reference_complexity_Quincampoix09,Marc Quincampoix,WRITES
reference_complexity_Mizrach09,Bruce Mizrach,WRITES
reference_complexity_TouchtonC09,Robert Touchton,WRITES
reference_complexity_TouchtonC09,Carl D. Crane III,WRITES
reference_complexity_Winfield09,Alan F. T. Winfield,WRITES
reference_complexity_Rosier09,Lionel Rosier,WRITES
reference_complexity_Georgantzas09,Nicholas C. Georgantzas,WRITES
reference_complexity_BerkhinD09,Pavel Berkhin,WRITES
reference_complexity_BerkhinD09,Inderjit S. Dhillon,WRITES
reference_complexity_BerthierB09,Ludovic Berthier,WRITES
reference_complexity_BerthierB09,Giulio Biroli,WRITES
reference_complexity_WasilewskaR09,Anita Wasilewska,WRITES
reference_complexity_WasilewskaR09,Ernestina Menasalvas Ruiz,WRITES
reference_complexity_Lynett09,Patrick J. Lynett,WRITES
reference_complexity_LoZ09,Hoi-Kwong Lo,WRITES
reference_complexity_LoZ09,Yi Zhao,WRITES
reference_complexity_NowakS09,Andrzej Nowak,WRITES
reference_complexity_NowakS09,Urszula Strawinska,WRITES
reference_complexity_KampmannO09,Christian Erik Kampmann,WRITES
reference_complexity_KampmannO09,Rogelio Oliva,WRITES
reference_complexity_Jensen09a,Henrik Jeldtoft Jensen,WRITES
reference_complexity_Sutner09,Klaus Sutner,WRITES
reference_complexity_Shintani09,Mototsugu Shintani,WRITES
reference_complexity_Feil-SeiferM09,David Feil-Seifer,WRITES
reference_complexity_Feil-SeiferM09,Maja J. Mataric,WRITES
reference_complexity_Albano09,Ezequiel V. Albano,WRITES
reference_complexity_MizrachN09,Bruce Mizrach,WRITES
reference_complexity_MizrachN09,Christopher J. Neely,WRITES
reference_complexity_Wolstenholme09,Eric Wolstenholme,WRITES
reference_complexity_Lee09,William H. K. Lee,WRITES
reference_complexity_DanilenkoS09,Alexandre I. Danilenko,WRITES
reference_complexity_DanilenkoS09,Cesar E. Silva,WRITES
reference_complexity_Abramsky09,Samson Abramsky,WRITES
reference_complexity_AbeS09,Sumiyoshi Abe,WRITES
reference_complexity_AbeS09,Norikazu Suzuki,WRITES
reference_complexity_AvenhausC09,Rudolf Avenhaus,WRITES
reference_complexity_AvenhausC09,Morton John Canty,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Shaikh S. Ahmed,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Neerav Kharche,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Rajib Rahman,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Muhammad Usman 0009,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Sunhee Lee,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Hoon Ryu,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Hansang Bae,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Steven M. Clark,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Benjamin Haley,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Maxim Naumov,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Faisal Saied,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Marek Korkusinski,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Rick Kennell,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Michael McLennan,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Timothy B. Boykin,WRITES
reference_complexity_AhmedKRULRBCHNSKKMBK09,Gerhard Klimeck,WRITES
reference_complexity_Chaisson09,Eric J. Chaisson,WRITES
reference_complexity_GlusmanS09,Gustavo Glusman,WRITES
reference_complexity_GlusmanS09,Arian F. A. Smit,WRITES
reference_complexity_Broer09,Henk W. Broer,WRITES
reference_complexity_OullierK09,Olivier Oullier,WRITES
reference_complexity_OullierK09,James A. S. Kelso,WRITES
reference_complexity_Scott09,John Scott,WRITES
reference_complexity_WalkerG09,Ian D. Walker,WRITES
reference_complexity_WalkerG09,Keith Evan Green,WRITES
reference_complexity_KrawitzS09,Peter M. Krawitz,WRITES
reference_complexity_KrawitzS09,Ilya Shmulevich,WRITES
reference_complexity_Giamarchi09,Thierry Giamarchi,WRITES
reference_complexity_Dunne09,Jennifer A. Dunne,WRITES
reference_complexity_IchiharaN09,Mie Ichihara,WRITES
reference_complexity_IchiharaN09,Takeshi Nishimura,WRITES
reference_complexity_Paun09,Gheorghe Paun,WRITES
reference_complexity_NewmanF09,Stuart A. Newman,WRITES
reference_complexity_NewmanF09,Gabor Forgacs,WRITES
reference_complexity_Sobel09,Joel Sobel,WRITES
reference_complexity_Mawhin09,Jean Mawhin,WRITES
reference_complexity_Snijders09,Tom A. B. Snijders,WRITES
reference_complexity_BandiniMV09,Stefania Bandini,WRITES
reference_complexity_BandiniMV09,Sara Manzoni,WRITES
reference_complexity_BandiniMV09,Giuseppe Vizzari,WRITES
reference_complexity_Frank09,Till D. Frank,WRITES
reference_complexity_Kari09,Jarkko Kari,WRITES
reference_complexity_VegaM09,Clara Vega,WRITES
reference_complexity_VegaM09,Christian S. Miller,WRITES
reference_complexity_Zhang09,Yan-Qing Zhang,WRITES
reference_complexity_Koster09,Maurice Koster,WRITES
reference_complexity_PicassoBd09,Luigi E. Picasso,WRITES
reference_complexity_PicassoBd09,Luciano Bracci,WRITES
reference_complexity_PicassoBd09,Emilio d'Emilio,WRITES
reference_complexity_TkacikB09,Gasper Tkacik,WRITES
reference_complexity_TkacikB09,William Bialek,WRITES
reference_complexity_KamstraK09,Mark J. Kamstra,WRITES
reference_complexity_KamstraK09,Lisa A. Kramer,WRITES
reference_complexity_Hereman09,Willy Hereman,WRITES
reference_complexity_Mailath09,George J. Mailath,WRITES
reference_complexity_Goulias09,Konstadinos G. Goulias,WRITES
reference_complexity_KingM09,Peter King,WRITES
reference_complexity_KingM09,Mohsen Masihi,WRITES
reference_complexity_Marcus09,Brian H. Marcus,WRITES
reference_complexity_Moss09,Scott Moss,WRITES
reference_complexity_Buldyrev09,Sergey V. Buldyrev,WRITES
reference_complexity_Stephens09,David A. Stephens,WRITES
reference_complexity_HoltslagS09,Albert A. M. Holtslag,WRITES
reference_complexity_HoltslagS09,Gert-Jan Steeneveld,WRITES
reference_complexity_HardingM09,Simon Harding,WRITES
reference_complexity_HardingM09,Julian Francis Miller,WRITES
reference_complexity_Banzhaf09,Wolfgang Banzhaf,WRITES
reference_complexity_PageW09,Frank H. Page Jr.,WRITES
reference_complexity_PageW09,Myrna Holtz Wooders,WRITES
reference_complexity_JanezicMNT09,Dusanka Janezic,WRITES
reference_complexity_JanezicMNT09,Ante Milicevic,WRITES
reference_complexity_JanezicMNT09,Sonja Nikolic,WRITES
reference_complexity_JanezicMNT09,Nenad Trinajstic,WRITES
reference_complexity_PiccoliT09,Benedetto Piccoli,WRITES
reference_complexity_PiccoliT09,Andrea Tosin,WRITES
reference_complexity_Xiong09,Shi-Jie Xiong,WRITES
reference_complexity_Asai09,Tetsuya Asai,WRITES
reference_complexity_Makino09,Junichiro Makino,WRITES
reference_complexity_YaariSS09,Gur Yaari,WRITES
reference_complexity_YaariSS09,Dietrich Stauffer,WRITES
reference_complexity_YaariSS09,Sorin Solomon,WRITES
reference_complexity_Tsallis09,Constantino Tsallis,WRITES
reference_complexity_Alabau-BoussouiraC09,Fatiha Alabau-Boussouira,WRITES
reference_complexity_Alabau-BoussouiraC09,Piermarco Cannarsa,WRITES
reference_complexity_Doreian09,Patrick Doreian,WRITES
reference_complexity_Ceccherini-SilbersteinC09,Tullio Ceccherini-Silberstein,WRITES
reference_complexity_Ceccherini-SilbersteinC09,Michel Coornaert,WRITES
reference_complexity_Kaya09a,Dogan Kaya,WRITES
reference_complexity_Trifunac09,Mihailo D. Trifunac,WRITES
reference_complexity_HirshornW09,Barry Hirshorn,WRITES
reference_complexity_HirshornW09,Stuart Weinstein,WRITES
reference_complexity_Sbano09,Luca Sbano,WRITES
reference_complexity_DuboisP09,Didier Dubois,WRITES
reference_complexity_DuboisP09,Henri Prade,WRITES
reference_complexity_Morita09a,Kenichi Morita,WRITES
reference_complexity_Grasman09,Johan Grasman,WRITES
reference_complexity_EddyP09,James A. Eddy,WRITES
reference_complexity_EddyP09,Nathan D. Price,WRITES
reference_complexity_MetzlerCK09,Ralf Metzler,WRITES
reference_complexity_MetzlerCK09,Aleksei V. Chechkin,WRITES
reference_complexity_MetzlerCK09,Joseph Klafter,WRITES
reference_complexity_HongCT09,Tzung-Pei Hong,WRITES
reference_complexity_HongCT09,Chun-Hao Chen,WRITES
reference_complexity_HongCT09,Vincent S. Tseng,WRITES
reference_complexity_StrelnikerHB09,Yakov M. Strelniker,WRITES
reference_complexity_StrelnikerHB09,Shlomo Havlin,WRITES
reference_complexity_StrelnikerHB09,Armin Bunde,WRITES
reference_complexity_KnackstedtP09,Mark Knackstedt,WRITES
reference_complexity_KnackstedtP09,Lincoln Paterson,WRITES
reference_complexity_DubeyT09,Atul Dubey,WRITES
reference_complexity_DubeyT09,M. Silvina Tomassone,WRITES
reference_complexity_Lohmann09,Gerrit Lohmann,WRITES
