name:ID,:LABEL
Ralph Schroeder,author
Bernhard Thalheim,author
Audris Mockus,author
Gregory Grefenstette,author
Michalis Vazirgiannis,author
Maciej Pawlik,author
Marian Bubak,author
Elena Trichina,author
Eric C. Larson,author
Leo Joskowicz,author
Andreas Georgopoulos,author
Anders Robertsson,author
Alessandro Vittorio Papadopoulos,author
Hakan Erdogan,author
Federico Cabitza,author
Matthias Galster,author
Frank van Harmelen,author
Michael Weiss,author
Yannis Labrou,author
Pierre Senellart,author
Claudio Castellini,author
Lisa Eckstein,author
Craig Anslow,author
Cristina Piazza,author
Pietro Pietrini,author
Hubregt J. Visser,author
Marek Litza,author
Johannes Zeppenfeld,author
Christoph Evers,author
Rajmund G. Piotrowski,author
Reda A. Ammar,author
Meike Klettke,author
Alicia Sanchez,author
David DeVault,author
Oliver Cossairt,author
Richard Gordon,author
Xin Yao 0001,author
Bernadette Bouchon-Meunier,author
Amit P. Sheth,author
Michael Klein,author
Paul Gastin,author
Russel J. Stonier,author
Oscar Slotosch,author
Andrea Formisano,author
Renzhi Chen,author
Jean-Marc Seigneur,author
Claude Carlet,author
Sergey Andreevich Moiseev,author
Jeremy P. Gray,author
Milan Vrsec,author
John Dubois,author
Ying Miao,author
Christophe Damas,author
Pim Tuyls,author
Gregor Zellner,author
Nima Kaviani,author
Herbert Breger,author
Russell H. Taylor,author
Frank Schreiber,author
Paras Kaul,author
Arie van Deursen,author
Max Kerner,author
Wenbin Huang,author
Erik Stolterman,author
Miaomiao Zhang,author
William M. Spears,author
Chris Weaver,author
Ronald Leenes,author
Quoc-Tuan Nguyen,author
Shulamit Reches,author
Andrei Popescu-Belis,author
Christian Gross 0001,author
Stefano Spaccapietra,author
Paul D. Preney,author
Stefan Lessmann,author
Lynda Hardman,author
Alfred Zimmermann,author
Sumeet Dua,author
Ryszard Janicki,author
Vijay Kumar Mago,author
Seiki Akama,author
Catia Cucchiarini,author
Roman Yangarber,author
Daniel Porta,author
Mario Piattini,author
Rajagopalan Jayakumar,author
Douglas D. Noble,author
Masahiro Hori,author
Alistair G. Sutcliffe,author
Dianne Cyr,author
Rino Falcone,author
Ante Odic,author
Raph Levien,author
Michael Rohs,author
Victoria Vesna,author
Judith Good,author
Michal Smialek,author
Stan Sclaroff,author
Julia E. Vogt,author
Ronald M. Summers,author
Kevin W. Bowyer,author
Liangliang Cao,author
Larry M. Manevitz,author
Christine Satchell,author
Cristian Dinescu,author
Ralf Kornhuber,author
Masaharu Hirota,author
Lino Marques,author
Markus Hagenbuchner,author
Elena Mancini,author
Djalel Dib,author
Shan Suthaharan,author
Robert E. Smith 0001,author
Lidia Dutkiewicz,author
Bernard Chen,author
Sang-Hee Lee,author
Wojciech Waloszek,author
Pascal Bouvry,author
Slawomir T. Wierzchon,author
Ismoyo Haryanto,author
Chee Peng Lim,author
Silvana Stefani,author
Gheorghe Florea,author
Tetsuji Satoh,author
Svetlana N. Yanushkevich,author
Michal Sajkowski,author
Ceri Binding,author
Nguyen Ngoc Thach,author
Kazumi Saito,author
Oscar Castillo,author
Gerardo Toraldo,author
Ajith Abraham,author
Andreas Schierl,author
Marco Muselli,author
Geert Wets,author
Naohiro Matsumura,author
Sandra Mayr,author
M. Narasimha Murty,author
Corrado Mencar,author
Andrea Cavallaro,author
Christoph Legat,author
Songsak Sriboonchitta,author
Yoshiki Mizukami,author
Andy Aiken,author
Siegfried Fettinger,author
Yves Sallez,author
Leila Graini,author
Patrick Bouthemy,author
Smail Haroun,author
Mario Eboli,author
Pawel Wozniak,author
Hong-Zhi Yang,author
Omar Mubin,author
Marek Grzegorowski,author
K. N. Krishnanand,author
Patricia Melin,author
Uyen Hoang Pham,author
Rajive Kumar,author
Ioana Bradea,author
Saliha Bouagar,author
Xuelei Hu,author
Araceli N. Proto,author
Angelo Uristani,author
Weiru Liu,author
Kelly Page,author
Philip H. Enslow Jr.,author
Vipin Swarup,author
Alfonso Iodice D'Enza,author
Diego Zardetto,author
Francesco Lagona,author
Leigh W. Jerome,author
Andrew Campbell,author
Richard Egelstaff,author
Michael Nagenborg,author
Fredrik Johansson,author
Daniel Krause,author
Feng Wang,author
Mohammad Ahmadi Achachlouei,author
Zane Markel,author
Luciano Stefanini,author
Lorenz M. Hilty,author
Irad Ben-Gal,author
Richard Kirkby,author
Carlisle Adams,author
Michalis Polychronakis,author
Dan Boneh,author
Krzysztof Kryszczuk,author
Tor Helleseth,author
Bart Preneel,author
Anne Canteaut,author
Bart Preneel,author
Mihail C. Roco,author
Gregory M. P. O'Hare,author
Giorgio Ausiello,author
Venkatesh Prabhakar,author
Hongwei Zhang,author
Jun Lu,author
Norun Sanderson,author
Ulrik Brandes,author
Eric P. Xing,author
Mikael Nolin,author
Kim S. Larsen,author
Anthony Savidis,author
Brian Carlisle,author
Sarat Kumar Das,author
Stephen Westland,author
John W. Goodby,author
Andrzej Skowron,author
Marek Zukowski,author
Mark Read 0001,author
Antonio Badia,author
Ciara Heavin,author
Simona Colucci,author
Louis B. Rall,author
Christodoulos A. Floudas,author
Paolo Cremonesi,author
Jayan C. Kurian,author
Paul A. Henry,author
Katharine Willis,author
Gruia Calinescu,author
Saso Tomazic,author
Christina Dicke,author
Carol A. Siegel,author
Ty R. Sagalow,author
Vatcharaporn Esichaikul,author
Watit Benjapolakul,author
Benjamin Scholl,author
Scott Lempka,author
Kim T. Blackwell,author
Johan H. M. Frijns,author
Ashwin Nayak,author
Amit Prakash,author
Olivier Powell,author
Nikola S. Nikolov,author
Giuseppe F. Italiano,author
Evangelos Kranakis,author
Chee Yong Chan,author
Chih-Wei Yi,author
Mohammad Mahdian,author
Boaz Patt-Shamir,author
Markus E. Nebel,author
Richard Ryan Williams,author
George Karakostas,author
Connie L. Fulmer,author
Srinivasan Parthasarathy 0001,author
Mary Kicza,author
Sharad Mehrotra,author
Auroop R. Ganguly,author
Olaf Hellwich,author
Werner Alpers,author
Srinivasan Parthasarathy 0001,author
Salem Chakhar,author
Sudhanshu Sekhar Panda,author
Dan Lin 0001,author
Sudhir Kumar,author
James Geller,author
Alkis Simitsis,author
Gustavo Camps-Valls,author
Amin Abdulghani,author
Jon Chamberlain,author
Denis Laurendeau,author
Dennis Abts,author
Christoph von Praun,author
Robert W. Wisniewski,author
Ahmed H. Sameh,author
Nadia Magnenat-Thalmann,author
Terry T. Kidd,author
Joseph A. Cazier,author
Phillip A. Laplante,author
John Burton,author
Capers Jones,author
Chabane Djeraba,author
Shervin Shirmohammadi,author
Besma Roui-Abidi,author
Dominique Harrington,author
Theoharis Theoharis,author
Seungjin Choi,author
Mark K. Goldberg,author
Graham Dunn,author
Ian T. Jolliffe,author
Geoffrey I. Webb,author
Mathias Schmitt,author
Mario Trapp,author
Evaggelia Pitoura,author
Matthias Schubert,author
Flip Korn,author
Richard T. Snodgrass,author
Todd Eavis,author
Peter M. D. Gray,author
Rainer von Ammon,author
Kaladhar Voruganti,author
Patrick Valduriez,author
Suzanne W. Dietrich,author
Yihua He,author
Benedetto Piccoli,author
Ji-Huan He,author
Rudolf Friedrich,author
Tomaz Prosen,author
Christian Pigorsch,author
Raphael Poss,author
Naja Mack,author
Chandan K. Reddy,author
Eric Dekneuvel,author
Jih-Kwon Peir,author
Wolfgang Kastner,author
Martin Alther,author
Eric Blais,author
Patrick E. O'Neil,author
Alfonso F. Cardenas,author
Mark Stefik,author
Panos K. Chrysanthis,author
Richard T. Snodgrass,author
Curtis E. Dyreson,author
Keng Siau,author
Sulayman K. Sowe,author
Genoveva Vargas-Solar,author
David G. Schwartz,author
Lynette Kvasny,author
Maciej Zakrzewicz,author
Luca Tosi,author
Ming Li 0001,author
Lance Fortnow,author
Mustafa Dirs,author
Bryan Houliston,author
Theodore D. Hellmann,author
Christophe Meyer,author
Li Fei-Fei,author
Heiner Stuckenschmidt,author
Alberto Grand,author
Fulvio Mastrogiovanni,author
Shih-Chii Liu,author
Fotis Liarokapis,author
Twan Basten,author
Stefano Nolfi,author
Tomasz Placek,author
Jean-Marc Odobez,author
Mingtian Zhao,author
Arno Siebes,author
Toshiyuki Takezawa,author
Krzysztof Dembczynski,author
Jan Pries-Heje,author
Thein Than Tun,author
Panos M. Pardalos,author
Valeria Seidita,author
Peter J. Bentley,author
David Cameron,author
Gerard Cagney,author
Angelo E. Thalassinidis,author
Peng Zhang 0007,author
Toon Calders,author
Mikkel Bundgaard,author
Jonas Lehner,author
Samson Abramsky,author
Jon Williamson,author
Stefan Puehl,author
Sophie Quinton,author
C.-S. Ai,author
Meng Chang Chen,author
Gopalan Nadathur,author
Markus Stumptner,author
Carl Gamble,author
Jacek Kosinski,author
Luciano Serafini,author
Gerhard Schellhorn,author
Alessio Bottrighi,author
Hyosup Shim,author
Wil M. P. van der Aalst,author
Xi Chen,author
Denis Mukhin,author
Akram Njeh,author
Robert Pajak,author
Alexander Papaspyrou,author
Domenico Ursino,author
Mohamed Y. Eltabakh,author
Judy Bowen,author
Sebastian Lehrig,author
Kean K. Chin,author
Min Hane Aung,author
Andrew B. Collmus,author
Feng Jiang,author
Judy Bowen,author
Jiming Liu 0001,author
Yuanyuan Yang,author
Rino Micheloni,author
Sundarapandian Vaidyanathan,author
Barbara Kempkes,author
Erik Maehle,author
Hannu Toivonen,author
Witold Manczak,author
Richard Thomson,author
Marco Montali,author
Charles S. Kenney,author
Nathan S. Netanyahu,author
Dmytro Dziuma,author
Henrique Lopes Cardoso,author
Bruno Bouzy,author
Pat Langley,author
Ljupco Todorovski,author
Willms Buhse,author
Dimitris Dranidis,author
Max Fuchs,author
David Choi,author
Mirko Viroli,author
Andrea Chiappetta,author
Pierre Hansen,author
Max Kistler,author
Elias Thijsse,author
Georg Stillfried,author
Swagatam Das,author
Aleksander Milshteyn,author
Hongxia Wang,author
Jiantong Zhang,author
Shanshan Song,author
Emanuele Enrico,author
Michael J. Butler,author
Wojciech Mostowski,author
Andrew J. Cowell,author
Vadim Shapiro,author
Tom Schrijvers,author
Andrea Margheri,author
Izchak Sharfman,author
Achim D. Brucker,author
Cristiano Castelfranchi,author
Kamel Boukhalfa,author
Denis Borenstein,author
Bart Baesens,author
Lakshmi Goel,author
Rania El-Gohary,author
Jui-Ling Kuo,author
Shwan Kaka,author
Christian Schulz,author
Marisa Petri,author
Massimo Zancanaro,author
Krithi Ramamritham,author
Hillol Kargupta,author
Carola Zwick,author
Jakob J. Assmann,author
Trevor Nelligan,author
Gustavo Rossi,author
Jakob Nielsen,author
Zhengjie Liu,author
Connor Graham,author
Michelle Zimmerman,author
Andrej Kosir,author
Stanislaw Szejko,author
Leif Kobbelt,author
Marios Savvides,author
Danny Mischis,author
Michael Potter,author
Joan L. Richards,author
Austin Henderson,author
Mark Hartswood,author
Hans-Joachim Bungartz,author
Ntima Mabanza,author
Y. Y. Yao,author
Jochen J. Steil,author
Ashfaq A. Khokhar,author
Rafal A. Angryk,author
Mariusz Ochla,author
Masayuki Ohta,author
Ernestina Menasalvas Ruiz,author
Lihua Liu,author
Oded Maimon,author
Zbigniew W. Ras,author
Hayet Farida Merouani,author
Eleftherios Kayafas,author
Tomasz Sitek,author
Francesco Bonchi,author
David A. Elizondo,author
Wolfgang Oertel,author
Lakhmi C. Jain,author
Artur Babiarz,author
Nor Hayati Othman,author
Satoshi Takahashi,author
Adolfo Hernandez,author
Ajith Abraham,author
Songsak Sriboonchitta,author
Virginia Ecaterina Oltean,author
Andrzej P. Wierzbicki,author
Andreas Rath,author
Adis Alihodzic,author
Aleksander Nawrat,author
Arsalan H. Khan,author
Ranka Stankovic,author
Jahiruddin,author
Denis Music,author
Abraham Kandel,author
Pham Thi Tuyet Trinh,author
Carlos Perez,author
Claudia d'Amato,author
Erik Cambria,author
Frank Lauterwald,author
Arash Shaban-Nejad,author
Kesari Verma,author
Sheng Li,author
Masahiro Takatsuka,author
Sylvia B. Nagl,author
Akihiro Fujihara,author
Jorge Alcalde-Unzu,author
M. H. Fazel Zarandi,author
Alexander Mehler,author
Federica Mandreoli,author
Toshihiro Kaino,author
Stefan Brunthaler,author
Yuval Elovici,author
Rosanna Verde,author
Farid Beninel,author
Norman Sanders,author
Sean D. Young,author
Maciej Zbyszewski,author
Wendy Silverman,author
Guntur Sandino,author
Katrien Van Cleemput,author
Leo Sauermann,author
Lei Chen,author
Witold Walke,author
Dawid Seredynski,author
Chen-Chia Chuang,author
Milan Vlach,author
Jacek Cichosz,author
Gisele M. Simas,author
Wojciech Giernacki,author
Bartosz Minorowicz,author
Christophe G. Giraud-Carrier,author
Anne Canteaut,author
Alex Biryukov,author
Jerome A. Solinas,author
Moses Liskov,author
Darrel Hankerson,author
Matthew K. Franklin,author
Nary Subramanian,author
Peter E. Caines,author
Yinyu Ye,author
B. J. Price,author
Aram Galstyan,author
Errol L. Lloyd,author
Ian Clark,author
Paul J. M. Havinga,author
Sanghamitra Bandyopadhyay,author
Klaus Neumann 0001,author
Joel V. Brawley,author
Yosef Tirat-Gefen,author
Naofumi Takagi,author
Saburo Muroga,author
Marianne Delorme,author
Jonice Oliveira,author
Robert M. Davison,author
Zelda B. Zabinsky,author
Ioannis P. Androulakis,author
Julia L. Higle,author
Chao-Chen Chen,author
John G. Hedberg,author
Mansour Sheikhan,author
Jim Appleyard,author
Il-Chul Moon,author
Alessandro Pellegrini 0001,author
Andrea D'Ambrogio,author
Michele Migliore,author
Michael Breakspear,author
Michael C. Gastpar,author
Apostolos P. Georgopoulos,author
Mihail Bota,author
Aman Ullah,author
Nicolas Brunel,author
Paul Pavlos Spirakis,author
Joachim Gudmundsson,author
Christos Levcopoulos,author
Wen Xu,author
Makoto Yokoo,author
Alexander Serenko,author
Charalampos Z. Patrikakis,author
Paul Crowther,author
Andrew Basden,author
H. Anthony Chan,author
Leen-Kiat Soh,author
Vincent Mousseau,author
Martin Ester,author
Pietro Michelucci,author
Alvitta Ottley,author
Nada Hashmi,author
Emanuele Della Valle,author
Plamen P. Angelov,author
Joel S. Emer,author
Jun Kong,author
Shiao-Li Tsao,author
Thomas R. Jefferson,author
J. Goodlett McDaniel,author
Lei Wang 0021,author
Andreas Hoffmann 0001,author
Jauvane C. de Oliveira,author
Amit K. Roy-Chowdhury,author
Muhammad El-Taha,author
Jernej Bodlaj,author
Ying Ding 0001,author
Xi Zhang,author
Parinbanu Kurji,author
Brajendra C. Sutradhar,author
Raymond Hubbard,author
Luc De Raedt,author
Geoffrey I. Webb,author
Xin Jin 0001,author
Christophe G. Giraud-Carrier,author
Nigel Thomas,author
Hartmut Ziegler,author
Josep Domingo-Ferrer,author
Venkat Srinivasan,author
Yannis Manolopoulos,author
Apostolos N. Papadopoulos,author
Betsy George,author
Peter M. D. Gray,author
Hans-Arno Jacobsen,author
Jonas Mellin,author
Michele Mosca,author
Mototsugu Shintani,author
Ezequiel V. Albano,author
Michael R. James,author
Todor Gramchev,author
Bernard P. Zeigler,author
R. Stephen J. Sparks,author
Raul Madariaga,author
Dietmar Loy,author
Hans Hansson,author
Adrian Walker,author
Omran A. Bukhres,author
Hing-Yan Lee,author
Maria Rita Scalas,author
Timothy Andrews,author
Rolf Hennicker,author
Qing Cao,author
Boris A. Galitsky,author
Edayathu V. Krishnamurthy,author
Stefano Renzi,author
John R. Durrett,author
Sushil K. Sharma,author
Jana Polgar,author
David Petie,author
Georg Peters,author
Marco Bellia,author
I. G. Archibald,author
Larry Wos,author
I. Yudkiewicz,author
Sanghamitra Bandyopadhyay,author
J. Wenny Rahayu,author
Hanene Azzag,author
Markus Schneider 0001,author
Tayebeh Yazdani,author
Chen-Chung Liu,author
Ming-Chien Shan,author
Keith C. C. Chan,author
Jaewook Shin,author
Monica Lestari Paramita,author
Kevin T. Kelly,author
F. Friederich,author
Jo Ann Lane,author
Angelika Peer,author
Lars Pareto,author
Kerstin Eckart,author
Julio Cesar Sampaio do Prado Leite,author
Olivier D. Faugeras,author
A. Muramatsu,author
Vladimir Kolmogorov,author
Patrick Laux,author
Ernst Sikora,author
Martin Spott,author
Antonio Filieri,author
J. Hong,author
Yves Mazabraud,author
U. Kang,author
Chucai Yi,author
Ondrej Sery,author
Vladimir Geroimenko,author
Walter Unger,author
Nissan Levin,author
Geert Jan Schrijen,author
Tung-Chieh Chen,author
Richard Brinkman,author
Charu C. Aggarwal,author
Maciej Pietrzyk,author
Suzanne Bell,author
Mihai Lupu,author
Michael Dittenbach,author
Paolo Lollini,author
Nikolaus Huber,author
J. Reinier van Kampenhout,author
Andrzej M. Goscinski,author
Marat Akhin,author
Reinhold Haeb-Umbach,author
Sari Lipponen,author
Tatjana Burkow,author
Claudio Palasciano,author
Kai Hormann,author
George H. Mealy,author
Ricardo A. Baeza-Yates,author
Trevor J. M. Bench-Capon,author
Christos K. Volos,author
Victor Orlikowski,author
Gionata Salvietti,author
Dominik Bork,author
Gun A. Lee,author
Andrea Leo,author
Diane DiEuliis,author
Petra C. Steiner,author
Kai-Uwe Sattler,author
Alfons Kemper,author
Hao Fan,author
Ephraim L. Tsalik,author
Symeon Chouvardas,author
Maria Luisa Damiani,author
Isaac Jeppsen,author
Richard Szeliski,author
Janis Bicevskis,author
Yue Pan,author
Ralf Rantzau,author
Jan-Willem van der Rijt,author
Eugenio G. Omodeo,author
Valentina Dragos,author
Lauro Snidaro,author
Vincent Rijmen,author
Hadi Kharaghani,author
Bradley Armour-Garb,author
Kevin T. Kelly,author
Stephen C. Hirtle,author
Adriana Tapus,author
Chuanjing Ju,author
Yan-ting Sheng,author
Michael Franke,author
Daniel Delling,author
Marianne Busch,author
Bahattin Koc,author
Patrice Y. Simard,author
Jan Camenisch,author
Junzo Watada,author
Gijs Geleijnse,author
Tsvi Kuflik,author
Sankar Kumar Pal,author
Florian Nielsen,author
Huahai He,author
Kunio Aizawa,author
Arto Salomaa,author
Gerhard Fischer,author
Mark Coulson,author
Gregg Rothermel,author
Oliver Stiemerling,author
Anna Derezinska,author
Paul C. Gardner,author
Amirouche Moktefi,author
John Woods,author
Nikos Fakotakis,author
Yuki Muto,author
Jacob W. Crandall,author
Ioannis Adritsos,author
LiWu Chang,author
Xue Gong,author
Sergei I. Zharkov,author
Yasuhiro Fujii,author
Tohru Ikeguchi,author
Toramatsu Shintani,author
Adriana Giret,author
Debahuti Mishra,author
Andreas Beham,author
Winfried Lamersdorf,author
Daniele Cafolla,author
Matthias Rehm,author
Yukiko I. Nakano,author
Mehrdad Mahdavi,author
Maria Kordaki,author
Patricia Melin,author
Timo Lampinen,author
Eulalia Szmidt,author
Andreas Pleuss,author
Claudia Diamantini,author
Virginia L. Ballarin,author
Anuradha Kodali,author
Anuj Karpatne,author
Yao Zhao,author
Guillermo Licea,author
Alina Bialkowski,author
Yaobin Mao,author
Loris Nanni,author
Maurizio Montagnuolo,author
Julie Greensmith,author
Shuly Wintner,author
Miguel Lopez,author
Martin Mellado,author
Helon Vicente Hultmann Ayala,author
Agnieszka Michalczuk,author
Juan Carlos Guzman,author
Erika De Francesco,author
Arvind Mohais,author
Uzi Zahavi,author
Roumen Kountchev,author
Jirakom Sirisrisakulchai,author
Pin Lv,author
Lyndon While,author
Patricio Traverso,author
John Fulcher,author
Jukka Teuhola,author
Henri Prade,author
Glenn Shafer,author
Adesh Jinturkar,author
Le Xu,author
Che-Hung Liu,author
Francesc Esteva,author
Ferdinando Cerbone,author
Stephanie Forrest,author
Roy A. Maxion,author
Peng Ning,author
Emre Can Sezer,author
Zang Li,author
Pierangela Samarati,author
Brian M. Bowen,author
Matjaz Zaversnik,author
Donald Sannella,author
Carlo Galimberti,author
Pepijn van de Ven,author
Claudia Repetto,author
Andreas Pusch,author
Carlo Galimberti,author
Seyi Stephen Olokede,author
Iyakutti Kombiah,author
Vadim Goridko,author
Thomas H. Kolbe,author
Ramakrishna Gottipati,author
Naoki Tsuchiya,author
Hong-Wei Ge,author
Krzysztof Arent,author
Mitsunori Ogihara,author
Tom Caddy,author
David Naccache,author
Assia Tria,author
Salil P. Vadhan,author
Burton S. Kaliski Jr.,author
Jo-Won Lee,author
Larry Bell,author
Carmen Gervet,author
Barbara M. Smith,author
Kristen Brady,author
Dimitrios K. Lymberopoulos,author
Jeffrey Davis,author
Narsingh Deo,author
Chu Zhang,author
Ana Neves,author
Lowell Bruce McCulley,author
Yu Wang 0003,author
Stephen G. Kobourov,author
Vinod Sharma,author
Kathleen M. Bartlett,author
Jonathan Gruhl,author
Gruia-Catalin Roman,author
Birgit Graf,author
Alireza Ahangar-Asr,author
Tobias Jung,author
K. C. Cheng,author
Murray Jennex,author
Irena M. Ali,author
Renato De Leone,author
Ignacio E. Grossmann,author
Nicolas Hadjisavvas,author
Shu-Cherng Fang,author
George Karypis,author
Jonathan Held,author
Robby Fussell,author
Md. Mahbubul Haque,author
Herma Van Kranenburg,author
Steven F. Blanding,author
Stefanos Gritzalis,author
Heather Yu,author
Mitja Stular,author
Roland Schaette,author
Thom Griffith,author
Keiko Tanaka-Yamamoto,author
Diana Martinez,author
Kaushik Ravindran,author
Jin-Yi Cai,author
Moshe Babaioff,author
Lov K. Grover,author
Xiang-Yang Li 0001,author
Sean Hallgren,author
Joachim Gudmundsson,author
Chin Lung Lu,author
Kaushik Ravindran,author
Shiguo Lian,author
Rachel I. Albrecht,author
Christian Strobl,author
Daniel B. Neill,author
Katie M. Filbert,author
Thomas Wolle,author
Frank S. Marzano,author
Cliff Goddard,author
Indranil Bose,author
Basim M. Uthman,author
Matthew Blumberg,author
Stefano Ceri,author
Brett Borden,author
Masashi Sugiyama,author
Sudipta N. Sinha,author
Hiroshi Murase,author
Miguel Sanchez,author
Bruria Haberman,author
Richard De Lisi,author
Spyros Tragoudas,author
Ryuichi Oka,author
Mark Allen Weiss,author
John Wang,author
Tandy Gold,author
Tom O'Kane,author
Michele Pla-Mobarak,author
Marco Roccetti,author
Xin Yang 0001,author
Pascal Hitzler,author
Henry S. Baird,author
Sander Greenland,author
Michael R. Greenberg,author
M. Ivette Gomes,author
Russ Tedrake,author
Sanjay Jain,author
Geoffrey I. Webb,author
Antonis C. Kakas,author
Claude Sammut,author
Krzysztof Krawiec,author
Tore Risch,author
Ioana Manolescu,author
Wil M. P. van der Aalst,author
Huan Liu 0001,author
Opher Etzion,author
Ricardo A. Baeza-Yates,author
Dengfeng Gao,author
Philippe Bonnet,author
Nathaniel Palmer,author
Serge Mankovski,author
Walid G. Aref,author
Klaas Chielens,author
Rudolf Avenhaus,author
Wolfgang Tschacher,author
Mincheol Shin,author
James A. S. Kelso,author
David Budgen,author
Robert J. Thacker,author
Teofilo F. Gonzalez,author
Tao Yang 0009,author
Vassilis Papakonstantinou,author
Yannis E. Ioannidis,author
Kenneth C. Louden,author
Frank Reichenbach,author
Evelyn Duesterwald,author
Matthias Wolf 0001,author
Francois Raab,author
Peter C. Lockemann,author
Stanley B. Zdonik,author
Wim Laurier,author
Gert Smolka,author
Wang Ping,author
Jeffrey Parsons,author
Amaryllis Raouzaiou,author
Mirek Riedewald,author
Toshio Okamoto,author
Luiz A. DaSilva,author
Liliana Martinez,author
Isaac Balbin,author
G. Williams,author
Luca Aceto,author
Theodoros Evdoridis,author
Tzung-Pei Hong,author
Reda Alhajj,author
Marcelo Keese Albertini,author
Jean-Philippe Pons,author
Nitin Agarwal,author
Jun'ichi Tsujii,author
Sharon Purchase,author
Patrick Suppes,author
Anthony N. Lasenby,author
Birgit Peuker,author
Kim Man Lui,author
Grethe Mitchell,author
Anil K. Jain 0001,author
Abbe Mowshowitz,author
Thomas Kunz,author
Richard Bowden,author
Ruth E. Baker,author
Eisaku Maeda,author
Andrea G. B. Tettamanzi,author
Feiyu Xu,author
Christina Unger,author
Yan Zhang,author
Riccardo Poli,author
Jonathan Mugan,author
Amihai Motro,author
David Hutchison,author
Ken Naono,author
Bernadette C. Lopez,author
Marion Harney,author
Fabio Casati,author
Christoph Richter,author
Kia Ng,author
Alexander Bachmann,author
Nathan Shafer,author
Stefano Nolfi,author
Sami A. Kilic,author
Donald J. Berndt,author
Pietro Perona,author
Padhraic Smyth,author
Christian Wachsmann,author
Abhishek Chandra,author
Ivan Markovsky,author
Marcelina Borcz,author
Pierluigi Del Nostro,author
Graham Neubig,author
Federico Chesani,author
Lachlan Aldred,author
Katarzyna Milkowska-Piszczek,author
Henrique Madeira,author
Alberto Avritzer,author
Darko Huljenic,author
Rui Zhao,author
Jean-Daniel Boissonnat,author
Ahmad H. Nasri,author
Herbert Weber,author
Matthew Richardson,author
Nina Mishra,author
Sundarapandian Vaidyanathan,author
Qiushi Fu,author
Beryl Plimmer,author
Nikolay Laptev,author
Arlie G. Capps,author
Alistair Willis,author
Giuseppe Di Battista,author
Sergey N. Andreev,author
Takanari Hayama,author
Ilvio Bruder,author
Jinsong Wu,author
Peter Z. Revesz,author
P. Yadav,author
Martin Larrea,author
Mike Preuss,author
Katharina Anna Lehmann,author
Rob Arthan,author
Enrico H. Gerding,author
William B. Langdon,author
Melanie Middlemiss,author
Joachim Biermann,author
Shaul Shay,author
Fabienne Pironet,author
Ernest Hibbs,author
Thomas Weiland,author
Xiaohong Yuan,author
Sergey Stafeev,author
Konstantinos Giannakakis,author
Wayne Iba,author
Christiaan Floor,author
Iole Alfano,author
Edward Bryniarski,author
X. G. Luo,author
Fabio Scotti,author
Steven Reynolds,author
David Vernon,author
Lars Borin,author
Axel Mecklinger,author
Manja Baudis,author
Rong Chen,author
Jaideep Ray,author
Rainer Stiefelhagen,author
Alan C. Kay,author
Grzegorz Ploszajski,author
Ronald M. Aarts,author
Stefan Artmann,author
Xiangfei Kong,author
Battista Biggio,author
Harpreet S. Sawhney,author
Amir Hussain,author
Francis Jeffry Pelletier,author
Alberto Garcia Garcia,author
Christoph Augustin,author
Ahmad Taher Azar,author
Bill Vassiliadis,author
Kiruthika Ramanathan,author
Zbigniew W. Ras,author
Baokun Li,author
Zhi Li 0006,author
Masumi Ishikawa,author
Anirban Kundu,author
Krzysztof Goczyla,author
Dmitriy Ogay,author
Songsak Sriboonchitta,author
Mohammed Feham,author
Steven Mills,author
Yukio Ohsawa,author
Hung Son Nguyen,author
Lin Guan,author
Robert C. Maher,author
Iqbal Gondal,author
Max Shpak,author
Yoshiteru Nakamori,author
E. V. Krishnamurthy,author
Oscar Castillo,author
Dennis Pixton,author
Zikrija Avdagic,author
Zhiyong Liu,author
Lee Chapman,author
Claudia Loimayr,author
Myong Hee Kim,author
Rafal Scherer,author
Manal Zettam,author
Theodor Borangiu,author
Tokuro Matsuo,author
Valentin Robu,author
Annibal Parracho Sant'Anna,author
Christian Schindler,author
Georgios Bardis,author
Murtaza Taj,author
Konrad Swirski,author
Ameen Banjar,author
Sangkyum Kim,author
Jie Lu 0001,author
Ping Li,author
Rahma Smaili,author
Scott F. Smith 0002,author
Dirk Van Oudheusden,author
Rajnish Mehrotra,author
C. Kesavadas,author
Rafal Wojciechowski,author
Huiyong Xiao,author
Natalia Kryvinska,author
Pattaravadee Rakpuang,author
Christoph F. Eick,author
Norbert Michael Mayer,author
Jerzy Pawel Nowacki,author
Claudia Meda,author
Henryk Rybinski,author
Qi Yu,author
John K. Debenham,author
Fernando Gaxiola,author
Andrea Serani,author
Sheryl Brahnam,author
Xavier Gandibleux,author
Krzysztof Kluza,author
Mustapha Kamel Abdi,author
Hani Hagras,author
Hanna Rakytyanska,author
Vincenzo Pallotta,author
Danhyung Lee,author
Jennifer S. K. Chan,author
Michael O'Neill,author
Juyang Weng,author
Dong Dong,author
Sundarapandian Vaidyanathan,author
Sundarapandian Vaidyanathan,author
Michael Manzo,author
Azzedine Benameur,author
Yves Lechevallier,author
Krzysztof Piontek,author
Emmanuel Blanchard,author
Victor Lazzarini,author
Giovanni Pioggia,author
Gilberto Munoz,author
Vincenzo Silani,author
Cheryl Coiro,author
Ignazio Graffeo,author
Georgia Atsali,author
Erich Gams,author
