name:ID,:LABEL
Stefano Ferretti,author
Rastislav Lukac,author
Jin-Li Suo,author
Shiguang Shan,author
Bori Toth,author
Hisao Ogata,author
Ching Y. Suen,author
Mahender Singh,author
J. Scott Armstrong,author
Stephan Morgenthaler,author
Douglas A. Wolfe,author
Joseph F. Hair,author
Hon Keung Tony Ng,author
Miodrag Lovric,author
Joris De Schutter,author
Charu C. Aggarwal,author
Thomas R. Shultz,author
Geoffrey E. Hinton,author
Varun Chandola,author
Antonis C. Kakas,author
Panayiotis Tsaparas,author
Andrew Y. Ng,author
Cornelia Caragea,author
Eugene Clark,author
Kazuo Goda,author
George Karabatis,author
Mounia Lalmas,author
Grigoris Karvounarakis,author
Peter Green,author
Michael E. Houle,author
Arthur Zimek,author
Torben Bach Pedersen,author
Michael J. Jipping,author
Colin Ware,author
Neil Kemp,author
Mark von Rosing,author
Robert Demolombe,author
Ji-Rong Wen,author
Hendrik Decker,author
Richard B. Wait,author
Venu K. Murthy,author
Patrick R. Mullen,author
Kovach Dragan,author
Peter Kim Streatfield,author
Pieter J. Blignaut,author
Amit Konar,author
Christoph Schlueter Langdon,author
Giordano Rampioni,author
Phil Greenwood,author
Ingrid Hotz,author
Awdhesh Kalia,author
L. Davis,author
Manfred Aigner,author
Michael Kerber,author
Tschangho John Kim,author
B. D. Acharya,author
Felix Spanier,author
Alberto E. Schaeffer Filho,author
Stefan Wessel,author
Henryk Iwaniec,author
Saso Dzeroski,author
Clive Blackwell,author
Daniel Deibler,author
Pedro Ferreira,author
Axel Hochstein,author
Efstratios Gallopoulos,author
Hossein Rahmani,author
Irene Ng,author
Gunther Schiefer,author
Nicu Sebe,author
Reinhold Haeb-Umbach,author
Michael Stonebraker,author
Peter Gorm Larsen,author
John S. Fitzgerald,author
Konstantinos Markantonakis,author
Jan Pelzl,author
Andrzej Ozieblo,author
Marcin Stolarek,author
Bartosz Szurgot,author
Erika Salvi,author
Adegboyega K. Ojo,author
Baining Guo,author
Seokhwan Kim,author
Peter Liske,author
Yin Zhu,author
Markulf Kohlweiss,author
Willem Robert van Hage,author
Suzanne Robins,author
Laura Inozemtseva,author
Emre Ertin,author
Darko Huljenic,author
Shinji Watanabe,author
Shoko Araki,author
Duen Horng Chau,author
Vikramjit Mitra,author
Rafael Capilla,author
Yoshihiro Matsumoto,author
Andreas Abecker,author
Alan Burns,author
Bor-Yiing Su,author
Li-Tung Weng,author
Mariusz Zytniewsk,author
Mauro Conti,author
Abdelrahman Osman Elfaki,author
Ana Aguiar,author
Sven Wiethoelter,author
Helmut Prendinger,author
Morris Riedel,author
Azzurra Ragone,author
Wesley W. Chu,author
Wolfgang Reif,author
Stefania Montani,author
Xiaogang Ma,author
Andreas Seyfang,author
Talib S. Hussain,author
Talib S. Hussain,author
Alan L. Selman,author
Jean-Gabriel Ganascia,author
Elena Litani,author
Kazys Baniulis,author
Alvis Brazma,author
Allan Hanbury,author
Megumi Nakamura,author
Meenakshi Nagarajan,author
Li Ma,author
Taimur Khan,author
Gregory Z. Gutin,author
Sergei Ya. Kilin,author
Dionne M. Aleman,author
Pamela Zave,author
Gyula Klima,author
Bernhard Nebel,author
Manuel Ferre,author
D. Ola,author
Xuyao Ma,author
Manfred Nagl,author
Daniel S. Weld,author
Erik Hupkes,author
Darko Stefanovic,author
Sara Bouchenak,author
Sandra Steinbrecher,author
Gert Jan Hofstede,author
Athina Lazakidou,author
Juliette Mattioli,author
Lakhmi C. Jain,author
Philippe J. Giabbanelli,author
Vladik Kreinovich,author
Conor Hayes,author
Alessandro Vinciarelli,author
Ajith Abraham,author
Emma Beauxis-Aussalet,author
Bastiaan J. Boom,author
Igor Chikalov,author
R. Dennis A. Ludena,author
Norman W. Paton,author
Dimitris Bilidas,author
Paolo Ghisletta,author
F. Voltolini,author
Cesare Rocchi,author
Susanne Biundo,author
Richard D. Holowczak,author
N. Begnoche,author
Gerhard Fischer,author
Sara Ljungblad,author
Arkadiusz Janik,author
Bart Selman,author
Sunil Choenni,author
Remco C. Veltkamp,author
Tieniu Tan,author
Kevin P. Adams,author
Bartosz Gula,author
Les Nelson,author
Giorgio De Michelis,author
Karrie G. Karahalios,author
Sergi Rotger-Griful,author
Roman Spanek,author
Xiaonan Zhu,author
Andries Petrus Engelbrecht,author
Hue Cao Hong,author
Kavitha Gaddam,author
Clarisse Dhaenens,author
Alexander K. Hartmann,author
Carlo Sansone,author
Teresa Zawadzka,author
Sumate Pruekruedee,author
Raymond S. T. Lee,author
Francesco Ricci 0001,author
Xiangjian He,author
Amir Nakib,author
Yasuhiro Fujii,author
Krzysztof Guzek,author
Tom Holvoet,author
Kiril Tenekedjiev,author
Ya'akov (Kobi) Gal,author
Lorenzo Elia,author
Hui-Ju Wu,author
Guillaume Becq,author
Eric Becker,author
Martha Pulido,author
Toshinori Deguchi,author
Vassilis Spiliopoulos,author
G. Dharanibai,author
Xiaomin Hu,author
Carol Pedersen,author
Leonid Churilov,author
Damien Sauveron,author
Michal Laclavik,author
Simon Denman,author
Jennifer Jie Xu,author
Anthony J. Yezzi,author
Ioannis K. Nikolos,author
Choun-Bo Sim,author
Stuart M. Allen,author
Stephan Westphal,author
Olfa Boubaker,author
Pawel Swiatek,author
Yong Shi,author
Ram S. Movva,author
Slawomir Koziel,author
Balaji Bombade,author
Barna Iantovics,author
Krzysztof Daniec,author
Hyun Yoe,author
Mark Last,author
Ivo Draganov,author
Robert Lothian,author
Bruno Jacobfeuerborn,author
Maciej Swiechowski,author
Francesco Ficarola,author
Nikolaos D. Doulamis,author
Kiril Tenekedjiev,author
Greg Gibbon,author
Sundarapandian Vaidyanathan,author
Oscar Castillo,author
Ilya V. Kolmanovsky,author
Mesut Yavuz,author
Tracy Mullen,author
Siva Raj Rajagopalan,author
Davide Balzarotti,author
Martin Schader,author
Yves Lechevallier,author
Daniel A. Keim,author
Caterina La Cascia,author
Danut-Constantin Irimia,author
Paul M. G. Emmelkamp,author
Mihaela Ulieru,author
Nadia Berthouze,author
Darko Obradovic,author
David B. Skillicorn,author
Sam Zeini,author
Rafal Rzepka,author
Georg Gartner,author
Masatoshi Arikawa,author
Chris Perkins,author
Erki Saluveer,author
Jerzy Rutkowski,author
Huaimin Wang,author
Ewa Zalewska,author
Bernhard Pfahringer,author
Giovanni Livraga,author
Glenn Durfee,author
Anne Canteaut,author
Minyue Fu,author
Linda Bushnell,author
Bela Balint,author
Daniel P. Siewiorek,author
Bruce E. Sagan,author
Guy Kortsarz,author
Kam-yiu Lam,author
Panayiotis Zaphiris,author
Carlos A. Varela,author
Reda A. Ammar,author
Ashish Ghosh,author
Thomas J. Schleppenbach,author
Masaaki Kondo,author
Daniele Riboni,author
Nikolay V. Shilov,author
Edward Shinnick,author
Mohammad Saad Al-Ahmadi,author
Anthony P. Leclerc,author
Maria Schuett,author
Eugene H. Spafford,author
Saso Tomazic,author
Duane E. Sharp,author
Lodovico Marziale,author
Anil K. Seth,author
Simon F. Giszter,author
Miles A. Whittington,author
Adam N. Sanborn,author
Joachim Gudmundsson,author
Tal Mor,author
Lara Preiser-Houy,author
Lorna Uden,author
Guang Jin,author
Leong Hou U,author
Anthony W. England,author
Son V. Nghiem,author
Bhavani M. Thuraisingham,author
Roland Billen,author
Yufei Tao,author
Devashish Kumar,author
Jonathan B. Thayn,author
Enrico Costa,author
Henry Lin,author
Ilya Zaslavsky,author
Dieter Pfoser,author
Sun-Yuan Kung,author
Grigorios Tsoumakas,author
Joshua Zhexue Huang,author
Caitlin Kelly Maurie,author
Anne Auger,author
Ashok Veeraraghavan,author
Valentina Salapura,author
Stephen Nelson,author
Bin Wang,author
John Linn,author
Ashli M. Molinero,author
Stephan Bosch,author
Kostas Karpouzis,author
Lothar Krempel,author
Tong Lu,author
Andrew Rosalsky,author
Robert G. Staudte,author
Erwin Aitenbichler,author
Tobias Straub,author
Steven Scheding,author
Teemu Roos,author
Luc De Raedt,author
Claude Sammut,author
Geoffrey I. Webb,author
Hendrik Blockeel,author
Luc De Raedt,author
Tien Van Do,author
Thomas Bauernhansl,author
Goetz Graefe,author
Hans-Arno Jacobsen,author
Raymond K. Pon,author
Mounia Lalmas,author
Ilaria Bartolini,author
Surajit Chaudhuri,author
Mohammed J. Zaki,author
Yufei Tao,author
Maria Halkidi,author
Alan Hanjalic,author
Lukasz Golab,author
Leila De Floriani,author
Lei Chen 0002,author
Andreas Reuter 0001,author
Yannis Manolopoulos,author
Andrew Adamatzky,author
Christian M. Hafner,author
Alan J. McKane,author
Orri Erling,author
Shipeng Yu,author
Roi Blanco,author
Tzu-Chun Yeh,author
Markus Schedl,author
Reda Alhajj,author
Thomas Kunz,author
Susan E. George,author
Elaheh Pourabbas,author
Xin Fu,author
Peretz Shoval,author
Meenakshi Balasubramanian,author
Rajesh Natarajan,author
Qiong Chen,author
Shuvra S. Bhattacharyya,author
Vikas Krishna,author
Christopher Kennedy,author
Alexander B. Romanovsky,author
Yoshinori Hamahata,author
Andreas Roth,author
Gabriele Taentzer,author
Helen Sharp,author
Athanasios V. Vasilakos,author
Ralf Klamma,author
Thomas Brinkhoff,author
Jacob Goldberger,author
Kenji Shimada,author
Robert D. Falgout,author
Yue Suo,author
Bernhard Schlag,author
Saharan Shelah,author
Juei-Nan Chen,author
Rao P. Gullapalli,author
John P. Collomosse,author
Annick Castiaux,author
Zhen Liu 0001,author
Binhai Zhu,author
Ana Isabel Canhoto,author
Bhiksha Raj,author
Wout Hofman,author
Jingu Kim,author
Barbara Rita Barricelli,author
Alan Snyder,author
Ioannis V. Papaioannou,author
Martin Shepperd,author
Oded Goldreich 0001,author
Erman Ayday,author
Oliviero Riganelli,author
Seonyeong Park,author
Gert-Jan de Vreede,author
Eamonn J. Keogh,author
Anne Mulkers,author
Thomas Ludwig 0005,author
Barbara Rita Barricelli,author
Emre Ertin,author
Ambuj Tewari,author
Peter W. Eklund,author
Robert Stevens,author
Matthias Klusch,author
James M. Pepin,author
Steffen Staab,author
M. Narasimha Murty,author
Christoforos Raptopoulos,author
Magdalena Mateescu,author
Bernd Kleinjohann,author
Paul Piwek,author
Hoeyoung Kim,author
Raquel Trillo Lado,author
Sharad Mehrotra,author
Ioannis Chronakis,author
Michael Thome,author
Andrew Gelman,author
Sven Schewe,author
Eleni Kanellou,author
Antonis M. Hadjiantonis,author
Hillel Avni,author
Fernando Schapachnik,author
David Hausheer,author
Raymond R. Devillers,author
Jamshid Moori,author
Marija Simic Hlaca,author
Mike Dickison,author
Florian Johannsen,author
Nicholas Rohmann,author
David Ripley,author
Sabine Gillner,author
Baoyuan Yuan,author
Jing Song,author
Arnold W. M. Smeulders,author
Floris Roelofsen,author
David Royer,author
Jarred McGinnis,author
Gerardo Canfora,author
Elizabeth Chang,author
Laura Langohr,author
Stephen Kimani,author
Aidong Yang,author
Bart Demoen,author
Giovanni Pezzulo,author
Alan Davy,author
Steffen Schlager,author
Julie D. Thompson,author
Cristian-Silviu Radu,author
Robert Lowe,author
Athanasios Karygiannis,author
Antonio Romano,author
Nicol N. Schraudolph,author
Adrie J. M. Beulens,author
Saleha Asif,author
Gerald R. Wagner,author
Nasrullah Memon,author
Aikaterini Fountoulaki,author
Yasuhiko Morimoto,author
Leijun Li,author
Andrew A. Reid,author
Scott A. Douglass,author
Sridhar Poosapadi Arjunan,author
Feiyu Xu,author
Yixin Chen,author
Christian Kothe,author
Anton Nijholt,author
Christian Zieger,author
Franck Tarpin-Bernard,author
Dirk Heylen,author
Timothy M. Hospedales,author
Mohamad Rabbath,author
Hongbo Liu,author
Nick Chater,author
Andreas Geyer-Schulz,author
Guangming Lu,author
Gregor McEwan,author
Volker Wulf,author
John A. Hughes,author
Ivo Kabadshow,author
Markus Windisch,author
B. B. Sharma,author
Christos D. Tarantilis,author
Agnieszka Dardzinska,author
Christian Spielvogel,author
Irina Ignatova,author
Fouzia Ounnar,author
Reza Tavakkoli-Moghaddam,author
Jagannathan Venkatesh,author
Yacine Laalaoui,author
Mehmet Emin Aydin,author
Alain Boucher,author
James Edward Steck,author
Gerd Karl Heinz,author
Claudio Mulatti,author
Minjie Zhang,author
David Bainbridge 0001,author
Dimitrios D. Vergados,author
Etsuji Tomita,author
Xianzhong Zhou,author
Miroslav Kvassay,author
Aamir Hussain,author
Hee-Je Kim,author
Ireneusz Czarnowski,author
Gang Wu,author
Zied Elouedi,author
Daphne Looije,author
Anthony Brabazon,author
Lukasz Bolikowski,author
Haeng-Kon Kim,author
Lionel Bourdon,author
Yuhui Qiu,author
Peter J. Bentley,author
Oscar Castillo,author
Kazuki Nakada,author
Roberto Basili 0001,author
Henri Prade,author
Peter Gaspar,author
Stefanie N. Lindstaedt,author
Clinton Fookes,author
Masaharu Munetomo,author
Cheston Tan,author
Benfano Soewito,author
Leo Liberti,author
Michelangelo Paci,author
Ya-Hua Ou,author
Matteo Caglioni,author
Warren Smith,author
Tommy Chang,author
Asma Moubaiddin,author
Ram Bilas Pachori,author
Ritchie Lee,author
Youcef Mezouar,author
Jacek Wszolek,author
Witold Pedrycz,author
Min Sun,author
George Miaoulis,author
Keisuke Ichida,author
Maria Ganzha,author
Gabriela Torres,author
Luis T. Aguilar,author
Janusz Kacprzyk,author
Valentina Ignatova,author
Meng Joo Er,author
Vinod Yegneswaran,author
Angelos D. Keromytis,author
Mario Rosario Guarracino,author
D. Luzio,author
Ulrich Briefs,author
Jan Lepeltak,author
Richard Chbeir,author
Karel Kriz,author
Jonathan Raper,author
Colin Calder,author
Jamal Jokar Arsanjani,author
Alexandra Lorenz,author
Hong-Wei Ge,author
Mariusz Piotr Hetmanczyk,author
Janusz Jezewski,author
Robert Michnik,author
Syoji Kobashi,author
Rohit Parikh,author
Burton S. Kaliski Jr.,author
Kazue Sako,author
Peter Landrock,author
Carlisle Adams,author
Burton S. Kaliski Jr.,author
Ian Petersen,author
Alessandro Astolfi,author
Marco Pistore,author
Christos Kaklamanis,author
Valerie Lugo,author
Ronald A. Gove,author
Markus Endler,author
Chris Hare,author
Bonnie A. Goins,author
Dinesh P. Mehta,author
Jocelyne Troccaz,author
Theodore J. Williams,author
Agostino Poggi,author
Mika Hirvensalo,author
Mathieu Weggeman,author
Jean-Philippe Vial,author
Stacy L. Janak,author
Qinghong Zhang,author
Xiaozheng He,author
Victor Korotkikh,author
Arturo Cervantes,author
Laurence C. Dixon,author
Siriphong Lawphongpanich,author
Jacob H.-S. Tsao,author
Chris Cornelis,author
Giovanni Pau 0001,author
Mohan Ponnada,author
Charles Chien,author
Mladen Georgievski,author
Karim G. Oweiss,author
Alla Borisyuk,author
Nelson Cowan,author
Hiroshi Fujiwara,author
Jianer Chen,author
Amir Nayyeri,author
Masayuki Takeda,author
Glencora Borradaile,author
Renato Fonseca F. Werneck,author
Weizhao Wang,author
Ulrich Remus,author
Neerja Bhatnagar,author
Cheng Liu,author
Eugene Ustinov,author
Peter Scheuermann,author
Ralf Bennartz,author
Harvey J. Miller,author
Murat Kantarcioglu,author
Baik Hoh,author
Alexander G. Yarovoy,author
Bhavani M. Thuraisingham,author
Megha Kothari,author
Indrani Chakravarty,author
Aleksandr Khasymski,author
Jason T. Reed,author
Birgi Tamersoy,author
Kaleem Siddiqi,author
Jasmin Ajanovic,author
Frank Olaf Sem-Jacobsen,author
Eric Allender,author
Jiannong Cao,author
Sanford Weisberg,author
Janice Warner,author
Peter B. Lakey,author
Borko Furht,author
Robert Turetsky,author
Jianjie Li,author
Roger Leenders,author
Thomas Gottron,author
Albert N. Shiryaev,author
Raoul LePage,author
Eric G. Rexstad,author
Samir Raiyani,author
Manuela M. Veloso,author
Yoshito Okada,author
Jiawei Han 0001,author
Irfan Awan,author
Ethan Zhang,author
Mauro Barbieri,author
Aniruddha S. Gokhale,author
Li Zhou,author
Reagan W. Moore,author
Ove Frank,author
Bo Zhang,author
Stijn van Nieuwerburgh,author
Hiroshi Umeo,author
Didier Dubois,author
David Budgen,author
Herman J. Haverkort,author
Daniel P. Miranker,author
Mehdi Jazayeri,author
Bala Ravikumar,author
Fariba Sadri,author
Peter M. G. Apers,author
Paul Ginsparg,author
David B. Lomet,author
Martin Wirsing,author
Dirk Werth,author
Mahesh S. Raisinghani,author
Shantha Fernando,author
Ryan Peterson,author
Andrea De Lucia,author
Ron Craig,author
Janse Tolmie,author
Ai Cheo,author
Clodoveu A. Davis Jr.,author
Yuri Gurevich,author
Tran Khanh Dang,author
Srdan Skrbic,author
Olivier Hugues,author
Jan Faye,author
Terence H. Chan,author
Wendy A. Rogers,author
Paul Evrard,author
Nick Walker,author
William F. Davenhall,author
Oriana Persico,author
Aaron S. Crandall,author
Jules White,author
Bing Du,author
M. Rasit Eskicioglu,author
Kris Farwell,author
Jorge Barrio,author
Mirna Dzamonja,author
Arkadeb Ghosal,author
Mike Hinchey,author
Samuel Kerrien,author
Bernd Funke,author
Jiachen Zhuo,author
Warren L. Hunt,author
Ming-yu Hsieh,author
James Remfrey,author
Fred van Ipenburg,author
Valeria Seidita,author
Dwight McNeill,author
Katherine A. Yelick,author
Hong-Tai Chou,author
Donato Di Paola,author
Marcel Verhoef,author
Keith Mayes,author
Damien Sauveron,author
Michele Melchiori,author
Victor Fragoso,author
Dirk Bongartz,author
Joseph G. Davis,author
Mitsunori Ogihara,author
Bruce Bullis,author
Majid Sarrafzadeh,author
Mark J. Huiskes,author
Lechoslaw Trebacz,author
Zhaojun Bai,author
Cornelis H. A. Koster,author
Hans Vangheluwe,author
Roko Zarnic,author
Ianto Thorvald Jocks,author
Eng-Jon Ong,author
Luis Gregorio Moyano,author
Andrea Marrella,author
Wendy Hall,author
Stephen Gilmore,author
Malcolm A. Sabin,author
Stefan Gumhold,author
Andreas Vogelsang,author
Theofanis P. Raptis,author
Monica Malvezzi,author
Ning Zhong 0001,author
Thomas Moser,author
Taihei Kotake,author
J. C. Smart,author
Abdelmajid Bouajila,author
David Wright,author
Kerim Yasin Oktay,author
Ian R. Greenshields,author
David W. Bustard,author
Andrew Hodges,author
Rajakrishnan Rajkumar,author
Matteo Cavaliere,author
Joanna Ng,author
Elsa Marziali,author
Margaret-Anne D. Storey,author
Elisa Bertino,author
Matthias Samwald,author
Thomas Wischgoll,author
Kenneth Weiss,author
Richard Lewis,author
Xuanyang Xie,author
Stefano Ceri,author
Sara Cohen,author
Kim G. Larsen,author
Stavri Dhima,author
Ezio Bartocci,author
Corina Sandu,author
Geert Jan Schrijen,author
Artem Polyvyanyy,author
Ad Meskens,author
Werner Stelzner,author
Bharti Suri,author
Conrad Mueller,author
Gennady L. Andrienko,author
Miriam M. Gebauer,author
Yuanhui Zhao,author
Konrad Walus,author
Boris Konev,author
Robert van Rooij,author
Curtis Tatsuoka,author
Christian Mader,author
Alessandro Bogliolo,author
Shujia Zhang,author
Yuri Shcherbyna,author
Jan G. Bazan,author
Katarzyna Rudnik,author
Seiki Akama,author
Jair Minoro Abe,author
Jiyin He,author
Maarten de Rijke,author
Alex Yeh,author
Thierry Poibeau,author
Julien Fauqueur,author
Iryna Gurevych,author
Raz Lin,author
Dennis Wolf,author
Silke Goronzy,author
Sebastiano Pizzutilo,author
Jeffrey Roy,author
Debora Donato,author
Nauman A. Chaudhry,author
Neal Koblitz,author
Rodrigo da Silva Guerra,author
Nima Kaviani,author
Volker Wulf,author
Ashish Sabharwal,author
Kanlaya Naruedomkul,author
Dwi Sutanto,author
Shreyas Venugopalan,author
Antonio Liotta,author
Shlomo Berkovsky,author
Dimitris Charitos,author
Pietro Perona,author
Axel Klawonn,author
Thomas Dufaud,author
Marcin Szlenk,author
Norihiro Hagita,author
Toufouti Riad,author
Mirjana Ivanovic,author
Swarnajyoti Patra,author
Adrian Horzyk,author
Kai P. Rasmussen,author
Kestas Rimkus,author
Jagan Mohana,author
Silvia Muzzioli,author
Malek Mouhoub,author
Kate A. Smith,author
Sim Kim Lau,author
Kate Amanda Smith-Miles,author
Elkin Castro,author
Jianye Hao,author
Mark Klein,author
Ippei Torii,author
Michael Biehl,author
Saman K. Halgamuge,author
Ovidiu Daescu,author
Euisun Kang,author
Kunjung Sim,author
Juliusz L. Kulikowski,author
Piotr Napieralski,author
Arindam Ghosh,author
Leon N. Cooper,author
Mohammad Ghulam Rahman,author
Ioanna-Ourania Stathopoulou,author
Srikanta Patnaik,author
G. Lavanya Devi,author
Jan T. Duda,author
Shu-Guang Li,author
Giovanni Ulivi,author
Alwin Hoffmann,author
Sanjay Kumar Madria,author
Shigeru Inui,author
Mei Leng,author
Mohamed Hesham Farouk El-Sayed,author
Wei Li,author
Dipak Kumar Basu,author
Catholijn M. Jonker,author
Mohammed-Rachid Mekideche,author
Umme Habiba,author
Paul P. Wang,author
Daiyuan Peng,author
Roumen Kountchev,author
Matthew Purver,author
Herwig Unger,author
Ljubo B. Vlacic,author
Frank Edward Walter,author
Hung Son Nguyen,author
Stephan Gerlach,author
Federico Bergenti,author
Matteo Diez,author
Kenichi Yajima,author
John R. Lee,author
Haytham Elghazel,author
Tina Waligora,author
Rong Wang,author
Kumaraswamy Ponnambalam,author
C. Y. Yeung,author
Timo Lindhorst,author
Daeho Cha,author
Bruno Deszczynski,author
Alexander Steiniger,author
Sylwia Sikorska,author
Daryl Essam,author
Takayoshi Yamada,author
Dario Malchiodi,author
Arzu Sencan Sahin,author
Evdokia Sotirova,author
Ronald R. Yager,author
John S. Salerno,author
Emilia Rosti,author
Georgios Floros,author
Mark Van Der Gaag,author
Giuseppe Riva,author
Konstantinos Vassakis,author
Zohar Manna,author
JooYoung Lee,author
Dong Cao,author
Terry Moore,author
Haiyong Luo,author
Yasuo Kudo,author
Marcin Kaminski,author
Francesco Pantano,author
Malgorzata Cupriak,author
Andreas L. Symeonidis,author
Andrzej Obuchowicz,author
Maksym Figat,author
Darrel Hankerson,author
Lars R. Knudsen,author
Carlisle Adams,author
Burt Kaliski,author
Sebastiaan Indesteege,author
Qijun Gu,author
Sebastiaan Indesteege,author
Friedrich L. Bauer,author
Bart Preneel,author
Sebastian Engell,author
Tamer Basar,author
Jianwei Li,author
Jaymes Williams,author
Wolfgang Christian,author
Hana K. Rubinsztejn,author
Frederik Vercauteren,author
Greg Ver Steeg,author
Matija Puzar,author
Falk Schreiber,author
Lakshmi N. Reddy,author
Ian Lim,author
Charles R. Baugh,author
Georg Peters,author
Seth J. Teller,author
Mervyn Rose,author
Karlheinz Blankenbach,author
Anthony Bucci,author
Paul S. Andrews,author
Matteo Bonifacio,author
Carolyn Jacobson,author
Nelson Maculan,author
Prabir Bhattacharya,author
Mourad Debbabi,author
Lal C. Godara,author
Phillip Q. Maier,author
Nadjib Badache,author
Poul M. F. Nielsen,author
Louise C. Abbott,author
Iain Hepburn,author
Tamal Krishna Dey,author
Zeph Landau,author
Xiang-Yang Li 0001,author
Kimmo Salmenjoki,author
James Maslanik,author
Anastasios N. Venetsanopoulos,author
Graeme Aggett,author
Xiaobo Zhou,author
Lorenz Hurni,author
Mahta Moghaddam,author
Jean Brodeur,author
Walid G. Aref,author
Tamraparni Dasu,author
Dan Thomsen,author
Charles Byrne,author
M. Jordan Raddick,author
Pam Mueller,author
Daniel M. Ricciuto,author
Witold Pedrycz,author
Devendra P. Garg,author
Andrea Kienle,author
Vijay K. Garg,author
Milan D. Mihajlovic,author
A. Srivastava,author
Michael Gertz,author
William Luh,author
Anil K. Jain 0001,author
Eric P. Kukula,author
Robert Bell,author
Petar S. Aleksic,author
Wen-Hsing Hsu,author
Katarzyna Musial,author
Jingrui He,author
Rosanna E. Guadagno,author
Courtney Crummett,author
Elisabeth Svensson,author
Shlomo S. Sawilowsky,author
Choung Min Ng,author
Juan Carlos Abril,author
Jose Simoes,author
Rami Puzis,author
John J. Leonard,author
Peter Stone,author
Rob Powers,author
Julia Handl,author
Eamonn J. Keogh,author
Adam Coates,author
Philip K. Chan,author
Bhavani M. Thuraisingham,author
Hans-Arno Jacobsen,author
Christian S. Jensen,author
Jared C. Roach,author
Sonia Cortassa,author
Sharon E. Hunt,author
Nicolas Bruno,author
Don Gotterbarn,author
Matthias Renz,author
James H. Christensen,author
Bogdan M. Wilamowski,author
Carey F. Cox,author
Lucia Lo Bello,author
Vladimir Lifschitz,author
Dirk Van Gucht,author
August-Wilhelm Scheer,author
Marianne Fonseca,author
Mark von Rosing,author
Nachum Dershowitz,author
Takafumi Sakurai,author
Stanley Y. W. Su,author
Indrajit Ray,author
Soon-Young Huh,author
M. Gordon Hunter,author
Abdulwahed Mohammed Khalfan,author
Anet Potgieter,author
Manuel A. Serrano,author
Craig Van Slyke,author
James R. Lindner,author
Tamara Babaian,author
Dan Sahlin,author
William Noble Grundy,author
Stefan Raffeiner,author
Franck Ravat,author
Jan Verelst,author
Yogesh Rathi,author
Richard S. Barr,author
Matteo Semplice,author
Stephan Hakuli,author
Faisal Karim Shaikh,author
Kai Rannenberg,author
Oya Aran,author
Haizhou Li,author
Sebastian Bittmann,author
Felix Klanner,author
Geoffrey Alan Rhodes,author
Peter Sen Kee Seow,author
Eugene Zhang,author
Alexander H. Waibel,author
Kevin Burns,author
Peter Mika,author
Robert M. Colomb,author
Steffen Sonntag,author
Frank van Harmelen,author
Mario Costa Sousa,author
Mary Mehrnoosh Eshaghian-Wilner,author
Thomas Weise 0001,author
James L. Rash,author
Roland Hendel,author
Mark Mages,author
Huy Tran,author
Padhraic Smyth,author
Dean Jacobs,author
David M. Russinoff,author
Victor Hung,author
Guang-Zhong Yang,author
Mel Krokos,author
Andrea Giordano,author
Lukasz Dutka,author
Tomasz Kuczynski,author
Antonio Picariello,author
Felix X. Yu,author
Maria Bertsima,author
Emanuele Rabosio,author
Shi-Kuo Chang,author
Dominik Sibbing,author
Pyungchul (Peter) Kim,author
Piotr Kopta,author
Giuseppe Santucci,author
Lars Grunske,author
Ada Diaconescu,author
Johannes Schobel,author
Maik Thiele,author
Manuel Mazzara,author
David C. Kale,author
Piotr Wielopolski,author
Christian W. Rempis,author
Filippo Menczer,author
M. Howard Williams,author
Nikolaos Argyropoulos,author
Utkarsh Srivastava,author
Kunal Gupta,author
Sotiris E. Nikoletseas,author
Barret Havens,author
A. Biavasco,author
Franziska Boehm,author
Phokion G. Kolaitis,author
Robert Rowe,author
Ilya Tikhomirov,author
Natasha Alechina,author
Norbert Siedow,author
Marc Ebner,author
Tom Schaul,author
H. Jaap van den Herik,author
Andreas Karwath,author
Marcus Peinado,author
Stefan Conrad 0001,author
Andrew C. Myers,author
Helmut Seidl,author
Melissa E. Hathaway,author
Anthony W. Isenor,author
Chris Aitken,author
Claudio Masolo,author
Scott Findlay,author
Thomas Bonk,author
Salvador Cobos,author
Gerald E. Loeb,author
Sandra Hirche,author
L. Gaceu,author
Alessandro Chiolerio,author
Wolfgang Marquardt,author
Patrick Callet,author
Claudia Cevenini,author
Daniel J. Bernstein,author
Barry O'Sullivan,author
Gabriel Ciobanu,author
Jie Bao 0001,author
Marco Vacca,author
Mark G. L. M. van Doorn,author
Gokul Bhandari,author
Son Doan,author
Richard Frank,author
Matteo Ferrara,author
Khalid Mohamed Amin,author
Jiande Sun,author
Ana I. Pereira,author
Hugo Van hamme,author
Mairidan Wushouer,author
Francesco Tobia,author
Shetal Shah,author
Graham McAllister,author
Lucia Vilela Leite Filgueiras,author
Cecilia Mascolo,author
Israel Ramirez-Gamez,author
Cristiano Castelfranchi,author
Roman V. Yampolskiy,author
Ari Seff,author
Matteo Munaro,author
Alberto Del Bimbo,author
Sebastian Schmiedeke,author
Stefano Mizzaro,author
Touradj Ebrahimi,author
Mihaela Vasile,author
Anahit Martirosyan,author
Greg Hearn,author
Tomasz Walkowiak,author
Somsak Chanaim,author
G. I. Zobolas,author
Mohd Fahmi Ghazali,author
Tomasz Lysek,author
Amelia Badica,author
Orland Hoeber,author
Dong-Soo Kwon,author
Pawan Lingras,author
Ali Ismail Awad,author
